REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE
"SC","TM03","PWRWND","WND",2041,0.038188485645696
"SC","TM03","PWRWND","WND",2042,0.038188485645696
"SC","TM03","PWRWND","WND",2043,0.038188485645696
"SC","TM03","PWRWND","WND",2044,0.0267319399519872
"SC","TM03","PWRWND","WND",2045,0.0267319399519872
"SC","TM03","PWRSOL","SOL",2019,6.9165855018e-05
"SC","TM03","PWRSOL","SOL",2025,0.00627263625619217
"SC","TM03","PWRSOL","SOL",2026,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2029,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2030,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2031,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2032,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2033,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2034,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2035,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2036,0.0195647517445476
"SC","TM03","PWRSOL","SOL",2037,0.0254253045289995
"SC","TM03","PWRSOL","SOL",2038,0.0259980891928937
"SC","TM03","PWRSOL","SOL",2039,0.0265771379424899
"SC","TM03","PWRSOL","SOL",2040,0.0271625230426202
"SC","TM03","PWRSOL","SOL",2041,0.0274142444083611
"SC","TM03","PWRSOL","SOL",2042,0.0280125164535333
"SC","TM03","PWRSOL","SOL",2043,0.0286173399433877
"SC","TM03","PWRSOL","SOL",2044,0.0428651316260221
"SC","TM03","PWRSOL","SOL",2045,0.0438741833336066
"SC","TM03","PWRSOL","SOL",2046,0.0742433142197614
"SC","TM03","PWRSOL","SOL",2047,0.0752523659273461
"SC","TM03","PWRSOL","SOL",2048,0.0762614176349307
"SC","TM03","PWRSOL","SOL",2049,0.0772704693425152
"SC","TM03","PWRSOL","SOL",2050,0.0782795210500998
"SC","TM03","BAT","ELC001",2042,0.074428164291239
"SC","TM03","BAT","ELC001",2043,0.0750896623244043
"SC","TM03","BAT","ELC001",2044,0.0330684098994152
"SC","TM03","BAT","ELC001",2046,0.0388220061060431
"SC","TM03","BAT","ELC001",2049,0.0884236305984716
"SC","TM03","DEMRESELC","ELC002",2019,0.0174447670982553
"SC","TM03","DEMRESELC","ELC002",2020,0.0178301047669987
"SC","TM03","DEMRESELC","ELC002",2021,0.0182265228560734
"SC","TM03","DEMRESELC","ELC002",2022,0.0186344560098999
"SC","TM03","DEMRESELC","ELC002",2023,0.0189255128487582
"SC","TM03","DEMRESELC","ELC002",2024,0.0196678545341315
"SC","TM03","DEMRESELC","ELC002",2025,0.0204290348275685
"SC","TM03","DEMRESELC","ELC002",2026,0.0209686695441655
"SC","TM03","DEMRESELC","ELC002",2027,0.0215098474636252
"SC","TM03","DEMRESELC","ELC002",2028,0.0220525797748138
"SC","TM03","DEMRESELC","ELC002",2029,0.0225968793879616
"SC","TM03","DEMRESELC","ELC002",2030,0.023142756631253
"SC","TM03","DEMRESELC","ELC002",2031,0.0234067200607893
"SC","TM03","DEMRESELC","ELC002",2032,0.023673812930152
"SC","TM03","DEMRESELC","ELC002",2033,0.02394407310935
"SC","TM03","DEMRESELC","ELC002",2034,0.0242175410504383
"SC","TM03","DEMRESELC","ELC002",2035,0.0244942563447897
"SC","TM03","DEMRESELC","ELC002",2036,0.0247742577230953
"SC","TM03","DEMRESELC","ELC002",2037,0.0250575864980919
"SC","TM03","DEMRESELC","ELC002",2038,0.0253442848431987
"SC","TM03","DEMRESELC","ELC002",2039,0.0256343940711525
"SC","TM03","DEMRESELC","ELC002",2040,0.0259279554946904
"SC","TM03","DEMRESELC","ELC002",2041,0.0262250130085954
"SC","TM03","DEMRESELC","ELC002",2042,0.0265256096469685
"SC","TM03","DEMRESELC","ELC002",2043,0.0268297893045927
"SC","TM03","DEMRESELC","ELC002",2044,0.0271926115316809
"SC","TM03","DEMRESELC","ELC002",2045,0.0275554337587691
"SC","TM03","DEMRESELC","ELC002",2046,0.0279182551251753
"SC","TM03","DEMRESELC","ELC002",2047,0.0282810773522634
"SC","TM03","DEMRESELC","ELC002",2048,0.0286438995793516
"SC","TM03","DEMRESELC","ELC002",2049,0.0290067218064398
"SC","TM03","DEMRESELC","ELC002",2050,0.029369544033528
"SC","TM03","DEMCOMELC","ELC002",2019,0.0341429562342327
"SC","TM03","DEMCOMELC","ELC002",2020,0.0254392456118799
